30,VK-SBICRD,,Dear SBI Cardholder,, outstanding of Rs 46151.00,, on your Card no. ending XXXXXXXX5923 is  due on  01-OCT-16 . Min amount due: Rs. 20154.00. Please ignore if already paid. Click here https://Bitly.com/Payeasy to make online payment,,2016-09-28 02:41:41+00
30,VM-SBICRD,,Dear SBI Cardholder,, outstanding of Rs 22174.00,, on your Card no. ending XXXXXXXX5923 is  due on  31-AUG-16 . Min amount due: Rs. 19013.00. Please ignore if already paid. Click here https://Bitly.com/Payeasy to make online payment,,2016-08-28 14:34:01+00
